genes	Ff_mean	Fm_mean	theta	prob	log2FC
Rphi_RPHIM00000024200	0.1	33.0216026711	-3.40253646165993	1	-8.36726633151402
Rphi_RPHIM00000005310	6.34581373846667	0.1	1.69734851411172	1	5.98773327095947
Rphi_RPHIM00000001938	778.811147937067	379.4250843813	1.63562840164219	1	1.03745847429539
Rphi_RPHIM00000035095	400.949610918733	105.293301805467	1.68192287267571	1	1.9290072755423
Rphi_RPHIM00000034991	3.14019621006667	0.1	1.72283886981083	1	4.97278280128017
Rphi_RPHIM00000022729	1197.39498546763	644.348989445167	1.68951307259787	1	0.893984942318096
Rphi_RPHIM00000007934	3360.5011682165	1608.49309615037	1.79752779017886	1	1.06296666154056
Rphi_RPHIM00000010463	2.85688880286667	0.1	1.6615985297918	0.999999999999999	4.83637297901785
Rphi_RPHIM00000026313	431.0549337476	85.3703661709333	1.70169742267223	0.999999999999998	2.33606446603321
Rphi_RPHIM00000009904	0.1	28.7365167096333	-2.7218511763609	0.999999999999984	-8.16674138621515
Rphi_RPHIM00000000321	1459.81420687757	356.864651939733	3.52620898027885	0.999999999999825	2.03233585431237
Rphi_RPHIM00000035746	26.4706530403333	0.1	2.10280950615749	0.999999999998155	8.04824997684184
Rphi_RPHIM00000004353	12572.9096071842	3006.51889118343	2.10475729432316	0.999999999997854	2.06415262638116
Rphi_RPHIM00000020964	1260.0518557083	747.0925527679	1.59066984437207	0.999999997993026	0.754124221142799
Rphi_RPHIM00000023115	768.5721153519	455.783764768867	1.87438095060638	0.999999964824636	0.753831098729782
Rphi_RPHIM00000003457	2217.5023990216	887.935311259033	1.57769132973219	0.999999910396499	1.32040918444634
Rphi_RPHIM00000024085	0.1	32.6612177779	-2.24177064090438	0.999999863061148	-8.3514347727559
Rphi_RPHIM00000026720	826.253020814667	379.067654817833	1.87991099658287	0.999999834086366	1.12412828207425
Rphi_RPHIM00000012971	0.6874074979	57.4042139293333	-1.6139548817455	0.999999772899495	-6.38384724794274
Rphi_RPHIM00000015442	0.1	6.29504866733333	-1.56587530015008	0.999999677690474	-5.97614562642165
Rphi_RPHIM00000010942	16.6320922971	0.1	2.56839241349415	0.99999938711227	7.37782585910812
Rphi_RPHIM00000005247	1589.54907387703	750.8256215983	1.56860790511963	0.999999028963446	1.08206776977776
Rphi_RPHIM00000022610	1324.33838659207	510.609729382667	1.56646477521141	0.999998377775869	1.37497886471958
Rphi_RPHIM00000014148	1044.02978449403	460.1000113884	1.56521750395627	0.999997800578939	1.18214347300541
Rphi_RPHIM00000017416	8.58196171003333	0.1	1.89302183124033	0.999995394836026	6.42323555914445
Rphi_RPHIM00000009216	528.4743432371	186.9936595867	1.89599824205544	0.999990905776005	1.49884407895058
Rphi_RPHIM00000009181	0.1	10.7410923410333	-1.81921601614552	0.999985863348031	-6.74699690887606
Rphi_RPHIM00000009182	0.1	12.7041184595667	-1.83277369490324	0.999984212904052	-6.98915245984246
Rphi_RPHIM00000025197	0.1	8.29444725783333	-1.63208393854443	0.999981959518627	-6.37407393803923
Rphi_RPHIM00000002646	0.1	10.0887295648667	-2.42563247971738	0.99997674846766	-6.65660070258731
Rphi_RPHIM00000006024	0.1	18.7737441192667	-1.63791647444739	0.999940187310696	-7.55257259080284
Rphi_RPHIM00000002200	3119.50626030567	1720.0120450783	2.0349230698679	0.999770910116418	0.858899036655168
Rphi_RPHIM00000001996	2155.2718156893	1284.8262097299	1.53513864616702	0.999256700065176	0.746296600239934
Rphi_RPHIM00000007080	302.512955070633	716.123473064233	-1.79558628744427	0.998995106358863	-1.24321142960877
Rphi_RPHIM00000005392	816.956370689467	279.7174427738	2.37726999143626	0.998905004736434	1.5462888127429
Rphi_RPHIM00000016028	0.1	11.0508394891333	-1.79350473992755	0.998646332736487	-6.78801215946438
Rphi_RPHIM00000016923	0.1	16.0270944967667	-1.51795640459022	0.996964194739929	-7.32436909717372
Rphi_RPHIM00000023374	575.520576713767	255.033399415533	1.52092766149079	0.995357114087446	1.17418131410691
Rphi_RPHIM00000011522	0.1	4.4752272567	-1.86691836454064	0.995017456729361	-5.48388904068088
Rphi_RPHIM00000002511	24.7266341325667	277.071894320467	-1.51337562064809	0.994927988920186	-3.48612259981974
Rphi_RPHIM00000010249	0.1	11.1454953182667	-1.86994165871379	0.99293273417741	-6.80031692277688
Rphi_RPHIM00000002509	705.088337598567	318.3156611662	1.93563226243554	0.992810263292966	1.14734587864588
Rphi_RPHIM00000007081	331.0673295843	695.8852967794	-1.50896336123196	0.992116797974593	-1.07172487572112
Rphi_RPHIM00000005438	0.1	3.1430259433	-1.19941173511524	0.991467087166729	-4.97408227542867
Rphi_RPHIM00000019180	0.1	3.1430259433	-1.19941173511524	0.991467087166729	-4.97408227542867
Rphi_RPHIM00000018645	0.1	3.3746677156	-1.20752248150953	0.991262926008722	-5.07667355004152
Rphi_RPHIM00000016297	12.4335168219667	140.877569038767	-1.18506445754749	0.990666361519353	-3.502135593859
Rphi_RPHIM00000024240	0.1	2.57388841756667	-1.17771432441398	0.990637584703	-4.68587760652191
Rphi_RPHIM00000034872	0.1	2.57388841756667	-1.17771432441398	0.990637584703	-4.68587760652191
Rphi_RPHIM00000009162	676.679123706167	990.8800441321	-1.17284860455232	0.990457646538852	-0.550238534915028
Rphi_RPHIM00000010394	0.1	2.4340957624	-1.17127759644527	0.99031383734925	-4.60531402268505
Rphi_RPHIM00000010201	250.951029465233	73.1368606323667	1.24143881766324	0.988924512622588	1.77873525834345
Rphi_RPHIM00000001148	331.618649000933	53.9543313588	1.24217659810156	0.988827055361555	2.61971445443011
Rphi_RPHIM00000004911	141.6212074881	19.4433546288333	1.24299633812643	0.988668360671124	2.86468826358163
Rphi_RPHIM00000011815	519.494498569	192.668567486033	1.24441658817105	0.988319612430294	1.43098724577414
Rphi_RPHIM00000013561	2.43819801696667	82.6787070611	-1.21710671401438	0.988193621253215	-5.08362862436669
Rphi_RPHIM00000010077	3467.5181579884	1310.21883677197	1.04050204694375	0.987181951218097	1.40409564213595
Rphi_RPHIM00000023977	0.9915075886	35.6544915779333	-1.16025822831386	0.987181060332703	-5.1683162072325
Rphi_RPHIM00000029242	86.7644312865333	20.7229978004333	1.03744963223163	0.987180296835914	2.06587101791098
Rphi_RPHIM00000013377	1148.14336212777	659.608215801667	1.04110460682932	0.987165177168633	0.799621520780064
Rphi_RPHIM00000030791	42.7037290803	2.32666631623333	1.04121352128142	0.987159181793622	4.19802583438615
Rphi_RPHIM00000006112	1.49765772466667	0.1	1.03554520781474	0.987093750984741	3.90463604221658
Rphi_RPHIM00000023559	1.49765772466667	0.1	1.03554520781474	0.987093750984741	3.90463604221658
Rphi_RPHIM00000034732	186.983042478433	74.9581170206667	1.04296444433973	0.987047950926807	1.31875082034448
Rphi_RPHIM00000026517	187.5369829512	56.1757777306667	1.03440744103584	0.987007052024187	1.7391550300112
Rphi_RPHIM00000004431	1057.31133501373	394.362796923433	1.03333860220793	0.98690453020859	1.42280489059934
Rphi_RPHIM00000008787	283.214497793233	142.234140738633	1.04505795930807	0.986837966634515	0.993627319656465
Rphi_RPHIM00000016103	1864.92982214943	776.161110442267	1.04573434280683	0.986745876157678	1.26469328866674
Rphi_RPHIM00000008426	249.729010385333	116.985679546333	1.04575964319485	0.986742234309727	1.09403148782397
Rphi_RPHIM00000009071	0.1	9.6028172896	-1.77299361084408	0.98659483978418	-6.58538582295586
Rphi_RPHIM00000003852	764.2168209474	347.644402420733	1.04681603391038	0.98658372365213	1.13636965253936
Rphi_RPHIM00000001654	6743.97896699817	2943.20509063817	1.03075987268122	0.986583307303457	1.19621196008969
Rphi_RPHIM00000004621	221.434552653967	93.2994852611667	1.04682132469803	0.986582810392947	1.24693933108379
Rphi_RPHIM00000016097	3123.03002490597	1941.42206941723	2.00527408662202	0.986568976878805	0.68583264232217
Rphi_RPHIM00000029467	387.6283354362	185.357844515433	1.0473334784914	0.986494182393892	1.06436086225132
Rphi_RPHIM00000016925	640.0925818907	336.198611178967	1.02983060172627	0.986443581081287	0.928966824256128
Rphi_RPHIM00000007797	563.468059557967	293.983800158067	1.0278040732346	0.986087012208048	0.938597174687737
Rphi_RPHIM00000026779	460.333302272167	196.3314156827	1.02766071725768	0.986060167692148	1.22938777441516
Rphi_RPHIM00000015123	516.7861510852	178.0930395984	1.05009321828742	0.985923778786715	1.53693627622488
Rphi_RPHIM00000023536	293.511231013667	137.090850454933	1.02571911049529	0.985664149560605	1.09828342037297
Rphi_RPHIM00000003175	2261.11875762243	857.4390321193	1.05125715526703	0.985631273972156	1.39893076900621
Rphi_RPHIM00000028686	0.1	4.37217998756667	-2.02562400796094	0.985620183558454	-5.4502808878974
